#Genome,TE,Weight_count,Weight_length
Solenopsis_invicta,TcMar-Sagan,3,384
Solenopsis_invicta,TcMar-Stowaway,665,176989
Solenopsis_invicta,TcMar-Tc1,15537,3969133
Solenopsis_invicta,TcMar-Tc2,399,88743
Solenopsis_invicta,TcMar-Tc4,4409,1104695
Solenopsis_invicta,TcMar-Tigger,907,233470
Solenopsis_invicta,TcMar-m44,89,20129
Solenopsis_invicta,Zator,130,33986
Solenopsis_invicta,Zisupton,11,1600
Solenopsis_invicta,hAT,1101,240836
Solenopsis_invicta,hAT-Ac,3868,867386
Solenopsis_invicta,hAT-Blackjack,741,237772
Solenopsis_invicta,hAT-Charlie,1123,309401
Solenopsis_invicta,hAT-Pegasus,5,597
Solenopsis_invicta,hAT-Tag1,615,157794
Solenopsis_invicta,hAT-Tip100,4715,1525876
Solenopsis_invicta,hAT-Tol2,441,99201
Solenopsis_invicta,hAT-hAT19,251,46162
Solenopsis_invicta,hAT-hAT5,338,117794
Solenopsis_invicta,hAT-hATm,1837,468884
Solenopsis_invicta,hAT-hATw,3,742
Solenopsis_invicta,hAT-hATx,130,24989
Solenopsis_invicta,hAT-hobo,285,61607
Spirometra_erinaceieuropaei,Academ,2,232
Spirometra_erinaceieuropaei,Academ-1,11,1582
Spirometra_erinaceieuropaei,Academ-2,71,22772
Spirometra_erinaceieuropaei,Alu,2,304
Spirometra_erinaceieuropaei,Bhikhari,3,349
Spirometra_erinaceieuropaei,CMC-Chapaev,94,27410
Spirometra_erinaceieuropaei,CMC-Chapaev-3,5,531
Spirometra_erinaceieuropaei,CMC-EnSpm,9485,2591734
Spirometra_erinaceieuropaei,CMC-Mirage,3,362
Spirometra_erinaceieuropaei,CMC-Transib,9,1218
Spirometra_erinaceieuropaei,CR1,193971,71220368
Spirometra_erinaceieuropaei,CR1-Zenon,3272,1090303
Spirometra_erinaceieuropaei,CRE,3,355
Spirometra_erinaceieuropaei,CRE-Ambal,1,186
Spirometra_erinaceieuropaei,CRE-II,2,303
Spirometra_erinaceieuropaei,Caulimovirus,821,131602
Spirometra_erinaceieuropaei,Copia,82888,23338102
Spirometra_erinaceieuropaei,Crypton,1,111
Spirometra_erinaceieuropaei,Crypton-A,1,100
Spirometra_erinaceieuropaei,Crypton-C,4,758
Spirometra_erinaceieuropaei,Crypton-F,3,305
Spirometra_erinaceieuropaei,Crypton-H,2,220
Spirometra_erinaceieuropaei,Crypton-S,2,261
Spirometra_erinaceieuropaei,Crypton-V,4080,810490
Spirometra_erinaceieuropaei,DIRS,12538,2687666
Spirometra_erinaceieuropaei,DNA,6693,1802975
Spirometra_erinaceieuropaei,Dada,2,242
Spirometra_erinaceieuropaei,Dong-R4,4,434
Spirometra_erinaceieuropaei,ERV-Foamy,2,231
Spirometra_erinaceieuropaei,ERV-Lenti,1,106
Spirometra_erinaceieuropaei,ERV1,79547,34535804
Spirometra_erinaceieuropaei,ERV4,2,222
Spirometra_erinaceieuropaei,ERVK,306,91247
Spirometra_erinaceieuropaei,ERVL,4,584
Spirometra_erinaceieuropaei,ERVL-MaLR,1,100
Spirometra_erinaceieuropaei,Ginger,746,192545
Spirometra_erinaceieuropaei,Gypsy,103068,33834544
Spirometra_erinaceieuropaei,Gypsy-Cigr,461,187251
Spirometra_erinaceieuropaei,Helitron,6753,2310989
Spirometra_erinaceieuropaei,Helitron-2,1,110
Spirometra_erinaceieuropaei,I,3242,774674
Spirometra_erinaceieuropaei,I-Jockey,3411,706252
Spirometra_erinaceieuropaei,ID,1,104
Spirometra_erinaceieuropaei,Jockey,50,7969
Spirometra_erinaceieuropaei,Kolobok-E,3,558
Spirometra_erinaceieuropaei,Kolobok-H,23,3845
Spirometra_erinaceieuropaei,Kolobok-Hydra,8,1110
Spirometra_erinaceieuropaei,Kolobok-T2,43,5214
Spirometra_erinaceieuropaei,L1,3658,1056081
Spirometra_erinaceieuropaei,L1-Tx1,11287,2719909
Spirometra_erinaceieuropaei,L2,10051,2696381
Spirometra_erinaceieuropaei,LINE,8808,2704871
Spirometra_erinaceieuropaei,LOA,4,556
Spirometra_erinaceieuropaei,LTR,85,13304
Spirometra_erinaceieuropaei,MULE-MuDR,12713,2678844
Spirometra_erinaceieuropaei,MULE-NOF,927,223540
Spirometra_erinaceieuropaei,Maverick,425,89417
Spirometra_erinaceieuropaei,Merlin,7585,2480656
Spirometra_erinaceieuropaei,MuLE-MuDR,261,91737
Spirometra_erinaceieuropaei,MuLE-NOF,510,177422
Spirometra_erinaceieuropaei,Novosib,1085,200376
Spirometra_erinaceieuropaei,P,35726,11807426
Spirometra_erinaceieuropaei,PIF-HarbS,270,50395
Spirometra_erinaceieuropaei,PIF-Harbinger,862,157942
Spirometra_erinaceieuropaei,PIF-ISL2EU,1656,370439
Spirometra_erinaceieuropaei,PIF-Spy,22318,6643534
Spirometra_erinaceieuropaei,Pao,10697,3181261
Spirometra_erinaceieuropaei,Penelope,281642,92897698
Spirometra_erinaceieuropaei,PiggyBac,13,1881
Spirometra_erinaceieuropaei,PiggyBac-A,3,372
Spirometra_erinaceieuropaei,PiggyBac-X,239,71837
Spirometra_erinaceieuropaei,Proto1,256,98224
Spirometra_erinaceieuropaei,Proto2,2,204
Spirometra_erinaceieuropaei,R1,5317,1726260
Spirometra_erinaceieuropaei,R1-LOA,364,40411
Spirometra_erinaceieuropaei,R2,1243,228362
Spirometra_erinaceieuropaei,R2-Hero,6,774
Spirometra_erinaceieuropaei,R2-NeSL,2076,688377
Spirometra_erinaceieuropaei,RTE-BovB,142018,51296458
Spirometra_erinaceieuropaei,RTE-RTE,10,1077
Spirometra_erinaceieuropaei,RTE-X,20,3528
Spirometra_erinaceieuropaei,Rex-Babar,6980,2427922
Spirometra_erinaceieuropaei,Sola,2,225
Spirometra_erinaceieuropaei,Sola-1,170,19174
Spirometra_erinaceieuropaei,Sola-2,221,57447
Spirometra_erinaceieuropaei,Sola-3,5,614
Spirometra_erinaceieuropaei,Tad1,227,26425
Spirometra_erinaceieuropaei,TcMar,516,147918
Spirometra_erinaceieuropaei,TcMar-Ant1,3,351
Spirometra_erinaceieuropaei,TcMar-Fot1,662,153784
Spirometra_erinaceieuropaei,TcMar-ISRm11,26,3073
Spirometra_erinaceieuropaei,TcMar-Mariner,7222,2242046
Spirometra_erinaceieuropaei,TcMar-Pogo,278,63838
Spirometra_erinaceieuropaei,TcMar-Sagan,18,6180
Spirometra_erinaceieuropaei,TcMar-Tc1,12648,3629592
Spirometra_erinaceieuropaei,TcMar-Tc2,6573,3665697
Spirometra_erinaceieuropaei,TcMar-Tc4,3,343
Spirometra_erinaceieuropaei,TcMar-Tigger,1141,290657
Spirometra_erinaceieuropaei,Zator,1,105
Spirometra_erinaceieuropaei,hAT,280,84539
Spirometra_erinaceieuropaei,hAT-Ac,10924,4008870
Spirometra_erinaceieuropaei,hAT-Blackjack,8,976
Spirometra_erinaceieuropaei,hAT-Charlie,930,290716
Spirometra_erinaceieuropaei,hAT-Tag1,853,218511
Spirometra_erinaceieuropaei,hAT-Tip100,26930,9704964
Spirometra_erinaceieuropaei,hAT-hAT19,1,132
Spirometra_erinaceieuropaei,hAT-hAT5,69,7117
Spirometra_erinaceieuropaei,hAT-hATm,25,4579
Spirometra_erinaceieuropaei,hAT-hATw,1,109
Spirometra_erinaceieuropaei,hAT-hATx,7,858
Spirometra_erinaceieuropaei,hAT-hobo,5781,911634
Stegodyphus_mimosarum,5S-Deu,4,458
Stegodyphus_mimosarum,Academ,34,7316
Stegodyphus_mimosarum,Academ-1,22,2815
Stegodyphus_mimosarum,Bhikhari,1138,325080
Stegodyphus_mimosarum,CMC-Chapaev,2543,1537246
Stegodyphus_mimosarum,CMC-Chapaev-3,2413,1024300
Stegodyphus_mimosarum,CMC-EnSpm,64414,24275034
Stegodyphus_mimosarum,CMC-Mirage,1,105
Stegodyphus_mimosarum,CMC-Transib,49,6843
Stegodyphus_mimosarum,CR1,24683,9224584
Stegodyphus_mimosarum,CR1-Zenon,16,2376
Stegodyphus_mimosarum,CRE,173,27108
Stegodyphus_mimosarum,CRE-Ambal,3,400
Stegodyphus_mimosarum,CRE-II,451,69658
Stegodyphus_mimosarum,Caulimovirus,14104,5170360
Stegodyphus_mimosarum,Copia,81172,27791474
Stegodyphus_mimosarum,Crypton,3712,894329
Stegodyphus_mimosarum,Crypton-A,953,484236
Stegodyphus_mimosarum,Crypton-C,1,141
Stegodyphus_mimosarum,Crypton-H,337,103607
Stegodyphus_mimosarum,Crypton-I,1,123
Stegodyphus_mimosarum,Crypton-S,12,2441
Stegodyphus_mimosarum,Crypton-V,1862,381181
Stegodyphus_mimosarum,DIRS,1232,490524
Stegodyphus_mimosarum,DNA,14717,5222609
Stegodyphus_mimosarum,Dada,777,344433
Stegodyphus_mimosarum,Deceiver,18,3145
Stegodyphus_mimosarum,Dong-R4,958,186646
Stegodyphus_mimosarum,ERV-Foamy,2,223
Stegodyphus_mimosarum,ERV1,23129,9590828
Stegodyphus_mimosarum,ERV4,12155,4747139
Stegodyphus_mimosarum,ERVK,23672,4791132
Stegodyphus_mimosarum,ERVL,459,143090
Stegodyphus_mimosarum,Ginger,24991,6981038
Stegodyphus_mimosarum,Gypsy,349389,169528304
Stegodyphus_mimosarum,Gypsy-Cigr,42498,28715192
Stegodyphus_mimosarum,Helitron,180476,68467704
Stegodyphus_mimosarum,I,18440,8554381
Stegodyphus_mimosarum,I-Jockey,18084,8820745
Stegodyphus_mimosarum,I-Nimb,7642,7345935
Stegodyphus_mimosarum,ID,1,108
Stegodyphus_mimosarum,IS3EU,1,107
Stegodyphus_mimosarum,Jockey,49753,30536323
Stegodyphus_mimosarum,Kolobok,5,575
Stegodyphus_mimosarum,Kolobok-E,134,29352
Stegodyphus_mimosarum,Kolobok-Hydra,7977,2663602
Stegodyphus_mimosarum,Kolobok-T2,31499,13772133
Stegodyphus_mimosarum,L1,55749,16190451
Stegodyphus_mimosarum,L1-DRE,2,276
Stegodyphus_mimosarum,L1-Tx1,13786,5914275
Stegodyphus_mimosarum,L2,35404,12918217
Stegodyphus_mimosarum,LINE,4390,1888052
Stegodyphus_mimosarum,LOA,288,63090
Stegodyphus_mimosarum,LTR,2079,1204836
Stegodyphus_mimosarum,MIR,1,112
Stegodyphus_mimosarum,MULE,1,174
Stegodyphus_mimosarum,MULE-MuDR,27937,10998096
Stegodyphus_mimosarum,MULE-NOF,10,1172
Stegodyphus_mimosarum,Maverick,30077,9053980
Stegodyphus_mimosarum,Merlin,37779,10630527
Stegodyphus_mimosarum,MuLE-MuDR,1092,316499
Stegodyphus_mimosarum,MuLE-NOF,2,251
Stegodyphus_mimosarum,Ngaro,12,1578
Stegodyphus_mimosarum,P,9037,3448521
Stegodyphus_mimosarum,PIF-HarbS,3,598
Stegodyphus_mimosarum,PIF-Harbinger,18854,5619754
Stegodyphus_mimosarum,PIF-ISL2EU,431,127844
Stegodyphus_mimosarum,PIF-Spy,961,539157
Stegodyphus_mimosarum,Pao,125802,46980360
Stegodyphus_mimosarum,Penelope,36636,14677824
Stegodyphus_mimosarum,PiggyBac,39449,14798568
Stegodyphus_mimosarum,Proto2,106550,43700556
Stegodyphus_mimosarum,R1,34326,16874097
Stegodyphus_mimosarum,R1-LOA,127,20018
Stegodyphus_mimosarum,R2,774,189481
Stegodyphus_mimosarum,R2-Hero,2113,853259
Stegodyphus_mimosarum,R2-NeSL,94,34156
Stegodyphus_mimosarum,RTE,100,41058
Stegodyphus_mimosarum,RTE-BovB,21012,7094848
Stegodyphus_mimosarum,RTE-ORTE,5611,971098
Stegodyphus_mimosarum,RTE-RTE,18,2200
Stegodyphus_mimosarum,RTE-X,466,142366
Stegodyphus_mimosarum,Retroposon,3,344
Stegodyphus_mimosarum,Rex-Babar,5,562
Stegodyphus_mimosarum,SINE,1,104
Stegodyphus_mimosarum,Sola,423,108739
Stegodyphus_mimosarum,Sola-1,1143,306247
Stegodyphus_mimosarum,Sola-2,1645,373235
Stegodyphus_mimosarum,Sola-3,914,554777
Stegodyphus_mimosarum,TRIM,6327,2602711
Stegodyphus_mimosarum,Tad1,11280,3056971
Stegodyphus_mimosarum,TcMar,233,34067
Stegodyphus_mimosarum,TcMar-Ant1,68,7887
Stegodyphus_mimosarum,TcMar-Cweed,2,211
Stegodyphus_mimosarum,TcMar-Fot1,1708,591628
Stegodyphus_mimosarum,TcMar-Gizmo,1,113
Stegodyphus_mimosarum,TcMar-IS630,2,247
Stegodyphus_mimosarum,TcMar-ISRm11,94,10866
Stegodyphus_mimosarum,TcMar-Mariner,82225,34055977
Stegodyphus_mimosarum,TcMar-Pogo,17604,6833245
Stegodyphus_mimosarum,TcMar-Sagan,4,475
Stegodyphus_mimosarum,TcMar-Stowaway,1218,405771
Stegodyphus_mimosarum,TcMar-Tc1,347141,199472142
Stegodyphus_mimosarum,TcMar-Tc2,17151,6499062
Stegodyphus_mimosarum,TcMar-Tc4,1058,525647
Stegodyphus_mimosarum,TcMar-Tigger,74240,26516025
Stegodyphus_mimosarum,TcMar-m44,2709,973242
Stegodyphus_mimosarum,Zator,8,973
Stegodyphus_mimosarum,Zisupton,17,2067
Stegodyphus_mimosarum,hAT,2694,680154
Stegodyphus_mimosarum,hAT-Ac,75183,22050459
Stegodyphus_mimosarum,hAT-Blackjack,32804,11185821
Stegodyphus_mimosarum,hAT-Charlie,121513,44511925
Stegodyphus_mimosarum,hAT-Pegasus,1381,788996
Stegodyphus_mimosarum,hAT-Tag1,2852,1144026
Stegodyphus_mimosarum,hAT-Tip100,82598,38037746
Stegodyphus_mimosarum,hAT-Tol2,3,391
Stegodyphus_mimosarum,hAT-hAT19,57,12962
Stegodyphus_mimosarum,hAT-hAT5,7133,1791612
Stegodyphus_mimosarum,hAT-hATm,6010,2049480
Stegodyphus_mimosarum,hAT-hATw,1166,468220
Stegodyphus_mimosarum,hAT-hATx,3313,1616607
Stegodyphus_mimosarum,hAT-hobo,781,158594
Steinernema_carpocapsae,Academ,5,1214
Steinernema_carpocapsae,Academ-1,7,1253
Steinernema_carpocapsae,B4,8,1917
Steinernema_carpocapsae,Bhikhari,7,865
Steinernema_carpocapsae,CMC-Chapaev,56,14709
Steinernema_carpocapsae,CMC-Chapaev-3,179,55334
Steinernema_carpocapsae,CMC-EnSpm,425,126252
Steinernema_carpocapsae,CMC-Transib,14,3456
Steinernema_carpocapsae,CR1,348,85662
Steinernema_carpocapsae,CR1-Zenon,68,11210
Steinernema_carpocapsae,CRE-Ambal,4,687
Steinernema_carpocapsae,Caulimovirus,21,3306
Steinernema_carpocapsae,Copia,776,198509
Steinernema_carpocapsae,Crypton,3,676
Steinernema_carpocapsae,Crypton-A,7,869
Steinernema_carpocapsae,Crypton-C,3,436
Steinernema_carpocapsae,Crypton-F,1,170
Steinernema_carpocapsae,Crypton-S,16,3804
Steinernema_carpocapsae,Crypton-V,15,2566
Steinernema_carpocapsae,DIRS,24,6990
Steinernema_carpocapsae,DNA,426,104110
Steinernema_carpocapsae,Dada,1,101
Steinernema_carpocapsae,Dong-R4,4,684
Steinernema_carpocapsae,ERV-Foamy,1,109
Steinernema_carpocapsae,ERV1,111,17586
Steinernema_carpocapsae,ERV4,12,2562
Steinernema_carpocapsae,ERVK,74,14224
Steinernema_carpocapsae,ERVL,1,129
Steinernema_carpocapsae,ERVL-MaLR,1,105
Steinernema_carpocapsae,Ginger,39,4629
Steinernema_carpocapsae,Gypsy,2133,563537
Steinernema_carpocapsae,Gypsy-Cigr,1,115
Steinernema_carpocapsae,Helitron,614,142515
Steinernema_carpocapsae,Helitron-2,1,111
Steinernema_carpocapsae,I,336,85390
Steinernema_carpocapsae,I-Jockey,36,6972
Steinernema_carpocapsae,ID,1,131
Steinernema_carpocapsae,Jockey,7,1300
Steinernema_carpocapsae,Kolobok-E,5,1275
Steinernema_carpocapsae,Kolobok-H,3,406
Steinernema_carpocapsae,Kolobok-Hydra,6,654
Steinernema_carpocapsae,Kolobok-T2,31,5596
Steinernema_carpocapsae,L1,717,205022
Steinernema_carpocapsae,L1-Tx1,1078,253540
Steinernema_carpocapsae,L2,159,34355
Steinernema_carpocapsae,LTR,42,10299
Steinernema_carpocapsae,MIR,2,225
Steinernema_carpocapsae,MULE,6,1599
Steinernema_carpocapsae,MULE-MuDR,672,143762
Steinernema_carpocapsae,MULE-NOF,1,111
Steinernema_carpocapsae,Maverick,561,143609
Steinernema_carpocapsae,Merlin,60,17320
Steinernema_carpocapsae,MuLE-MuDR,65,15068
Steinernema_carpocapsae,Ngaro,2,530
Steinernema_carpocapsae,P,49,13888
Steinernema_carpocapsae,PIF-HarbS,15,2826
Steinernema_carpocapsae,PIF-Harbinger,84,22454
Steinernema_carpocapsae,PIF-ISL2EU,40,10461
Steinernema_carpocapsae,PIF-Spy,41,11376
Steinernema_carpocapsae,Pao,550,175350
Steinernema_carpocapsae,Penelope,81,13466
Steinernema_carpocapsae,PiggyBac,27,4738
Steinernema_carpocapsae,PiggyBac-A,3,836
Steinernema_carpocapsae,Proto2,98,21959
Steinernema_carpocapsae,R1,56,14136
Steinernema_carpocapsae,R1-LOA,2,221
Steinernema_carpocapsae,R2,68,14720
Steinernema_carpocapsae,R2-Hero,12,3010
Steinernema_carpocapsae,R2-NeSL,47,10639
Steinernema_carpocapsae,RTE-BovB,168,45575
Steinernema_carpocapsae,RTE-RTE,84,21099
Steinernema_carpocapsae,RTE-X,52,14059
Steinernema_carpocapsae,Sola-1,60,28447
Steinernema_carpocapsae,Sola-2,79,16257
Steinernema_carpocapsae,Sola-3,1,120
Steinernema_carpocapsae,Tad1,133,20263
Steinernema_carpocapsae,TcMar,19,8599
Steinernema_carpocapsae,TcMar-Fot1,7,1781
Steinernema_carpocapsae,TcMar-ISRm11,26,5493
Steinernema_carpocapsae,TcMar-Mariner,26,4225
Steinernema_carpocapsae,TcMar-Pogo,3,500
Steinernema_carpocapsae,TcMar-Tc1,248,66201
Steinernema_carpocapsae,TcMar-Tc2,23,7955
Steinernema_carpocapsae,TcMar-Tc4,115,23146
Steinernema_carpocapsae,TcMar-Tigger,97,23205
Steinernema_carpocapsae,Zator,4,1026
Steinernema_carpocapsae,hAT,23,6022
Steinernema_carpocapsae,hAT-Ac,193,39921
Steinernema_carpocapsae,hAT-Blackjack,11,4024
Steinernema_carpocapsae,hAT-Charlie,51,11439
Steinernema_carpocapsae,hAT-Tag1,6,877
Steinernema_carpocapsae,hAT-Tip100,16,2422
Steinernema_carpocapsae,hAT-Tol2,1,123
Steinernema_carpocapsae,hAT-hAT19,7,2030
Steinernema_carpocapsae,hAT-hATm,303,69103
Steinernema_carpocapsae,hAT-hATx,91,14982
Steinernema_carpocapsae,hAT-hobo,1,153
Steinernema_scapterisci,Academ,8,1562
Steinernema_scapterisci,Academ-1,5,975
Steinernema_scapterisci,Academ-2,1,104
Steinernema_scapterisci,B4,6,1597
Steinernema_scapterisci,Bhikhari,4,647
Steinernema_scapterisci,CMC-Chapaev,11,2296
Steinernema_scapterisci,CMC-EnSpm,233,52477
Steinernema_scapterisci,CMC-Transib,10,2437
Steinernema_scapterisci,CR1,129,33564
Steinernema_scapterisci,CR1-Zenon,5,1062
Steinernema_scapterisci,CRE,1,150
Steinernema_scapterisci,CRE-Ambal,4,833
Steinernema_scapterisci,Caulimovirus,17,2882
Steinernema_scapterisci,Copia,591,182547
Steinernema_scapterisci,Crypton,3,723
Steinernema_scapterisci,Crypton-A,5,699
Steinernema_scapterisci,Crypton-C,3,493
Steinernema_scapterisci,Crypton-S,14,3364
Steinernema_scapterisci,Crypton-V,53,11194
Steinernema_scapterisci,DIRS,11,3173
Steinernema_scapterisci,DNA,94,18426
Steinernema_scapterisci,Dada,1,110
Steinernema_scapterisci,Dong-R4,9,2468
Steinernema_scapterisci,ERV1,85,20371
Steinernema_scapterisci,ERV4,17,3999
Steinernema_scapterisci,ERVK,138,41326
Steinernema_scapterisci,Ginger,25,2940
Steinernema_scapterisci,Gypsy,1245,346131
Steinernema_scapterisci,Gypsy-Cigr,3,828
Steinernema_scapterisci,Helitron,307,77192
Steinernema_scapterisci,I,32,5937
Steinernema_scapterisci,I-Jockey,26,5342
Steinernema_scapterisci,Jockey,18,3135
Steinernema_scapterisci,Kolobok-E,8,2182
Steinernema_scapterisci,Kolobok-Hydra,5,599
Steinernema_scapterisci,Kolobok-T2,23,4533
Steinernema_scapterisci,L1,172,37221
Steinernema_scapterisci,L1-Tx1,65,11815
Steinernema_scapterisci,L2,131,40245
Steinernema_scapterisci,LINE,1,100
Steinernema_scapterisci,LTR,43,18187
Steinernema_scapterisci,MULE,8,2365
Steinernema_scapterisci,MULE-MuDR,181,43297
Steinernema_scapterisci,Maverick,72,13727
Steinernema_scapterisci,Merlin,19,3838
Steinernema_scapterisci,MuLE-MuDR,3,789
Steinernema_scapterisci,P,36,10706
Steinernema_scapterisci,PIF-HarbS,18,3841
Steinernema_scapterisci,PIF-Harbinger,84,19481
Steinernema_scapterisci,PIF-ISL2EU,46,10410
Steinernema_scapterisci,Pao,249,82480
Steinernema_scapterisci,Penelope,28,5352
Steinernema_scapterisci,PiggyBac,25,5321
Steinernema_scapterisci,PiggyBac-A,3,661
Steinernema_scapterisci,Proto1,1,154
Steinernema_scapterisci,Proto2,10,1102
Steinernema_scapterisci,R1,62,16586
Steinernema_scapterisci,R1-LOA,2,209
Steinernema_scapterisci,R2,10,1926
Steinernema_scapterisci,R2-Hero,12,3450
Steinernema_scapterisci,R2-NeSL,24,9720
Steinernema_scapterisci,RTE-BovB,47,13812
Steinernema_scapterisci,RTE-RTE,16,5854
Steinernema_scapterisci,RTE-X,27,4466
Steinernema_scapterisci,SINE,1,110
Steinernema_scapterisci,Sola,1,108
Steinernema_scapterisci,Sola-1,51,22272
Steinernema_scapterisci,Sola-2,120,20040
Steinernema_scapterisci,Sola-3,1,127
Steinernema_scapterisci,Tad1,3,786
Steinernema_scapterisci,TcMar,36,13512
Steinernema_scapterisci,TcMar-Fot1,14,5328
Steinernema_scapterisci,TcMar-ISRm11,31,7029
Steinernema_scapterisci,TcMar-Mariner,24,3330
Steinernema_scapterisci,TcMar-Pogo,4,436
Steinernema_scapterisci,TcMar-Tc1,75,16904
Steinernema_scapterisci,TcMar-Tc2,20,7243
Steinernema_scapterisci,TcMar-Tc4,10,1236
Steinernema_scapterisci,TcMar-Tigger,6,827
Steinernema_scapterisci,TcMar-m44,3,431
Steinernema_scapterisci,Zator,6,1430
Steinernema_scapterisci,Zisupton,3,458
Steinernema_scapterisci,hAT,27,5987
Steinernema_scapterisci,hAT-Ac,91,21517
Steinernema_scapterisci,hAT-Blackjack,13,4774
Steinernema_scapterisci,hAT-Charlie,19,4416
Steinernema_scapterisci,hAT-Tag1,15,2086
Steinernema_scapterisci,hAT-Tip100,11,1446
Steinernema_scapterisci,hAT-hAT19,8,2317
Steinernema_scapterisci,hAT-hATm,30,5161
Steinernema_scapterisci,hAT-hATw,1,116
Steinernema_scapterisci,hAT-hATx,15,1708
Steinernema_scapterisci,hAT-hobo,1,140
Strigamia_maritima,Academ,7,1383
Strigamia_maritima,Academ-1,18,5074
Strigamia_maritima,Academ-H,3,439
Strigamia_maritima,Bhikhari,1,163
Strigamia_maritima,CMC-Chapaev,245,90801
Strigamia_maritima,CMC-Chapaev-3,18,2552
Strigamia_maritima,CMC-EnSpm,4199,1488049
Strigamia_maritima,CMC-Mirage,1,113
Strigamia_maritima,CMC-Transib,222,71652
Strigamia_maritima,CR1,688,386662
Strigamia_maritima,CR1-Zenon,7,955
Strigamia_maritima,CRE-II,3,462
Strigamia_maritima,Caulimovirus,567,156903
Strigamia_maritima,Copia,25035,15901320
Strigamia_maritima,Crypton,1,105
Strigamia_maritima,Crypton-A,1102,313800
Strigamia_maritima,Crypton-C,3,485
Strigamia_maritima,Crypton-F,16,8368
Strigamia_maritima,Crypton-H,20,6369
Strigamia_maritima,Crypton-S,11,2705
Strigamia_maritima,Crypton-V,267,70155
Strigamia_maritima,DIRS,203,111523
Strigamia_maritima,DNA,1593,422354
Strigamia_maritima,Dada,46,15029
Strigamia_maritima,Deceiver,1,128
Strigamia_maritima,Dong-R4,410,79918
Strigamia_maritima,ERV-Foamy,774,113858
Strigamia_maritima,ERV1,1401,438550
Strigamia_maritima,ERV4,20,5515
Strigamia_maritima,ERVK,272,63118
Strigamia_maritima,ERVL,1,148
Strigamia_maritima,Ginger,189,60604
Strigamia_maritima,Gypsy,19582,11610638
Strigamia_maritima,Gypsy-Cigr,170,85284
Strigamia_maritima,Helitron,2640,914762
Strigamia_maritima,I,491,136320
Strigamia_maritima,I-Jockey,638,269545
Strigamia_maritima,I-Nimb,67,29253
Strigamia_maritima,ID,141,27451
Strigamia_maritima,IS3EU,1281,521125
Strigamia_maritima,Jockey,27,5984
Strigamia_maritima,Kolobok,1,705
Strigamia_maritima,Kolobok-E,270,88904
Strigamia_maritima,Kolobok-H,8,992
Strigamia_maritima,Kolobok-Hydra,61,28490
Strigamia_maritima,Kolobok-T2,184,95847
Strigamia_maritima,L1,1270,485648
Strigamia_maritima,L1-DRE,2,377
Strigamia_maritima,L1-Tx1,1057,336378
Strigamia_maritima,L2,3243,1564573
Strigamia_maritima,LINE,209,134557
Strigamia_maritima,LTR,360,171412
Strigamia_maritima,MULE-F,36,8556
Strigamia_maritima,MULE-MuDR,2150,977862
Strigamia_maritima,MULE-NOF,267,64765
Strigamia_maritima,Maverick,1265,498014
Strigamia_maritima,Merlin,16,2849
Strigamia_maritima,MuLE-MuDR,799,252926
Strigamia_maritima,MuLE-NOF,101,36385
Strigamia_maritima,Ngaro,963,649609
Strigamia_maritima,P,424,181303
Strigamia_maritima,PIF-HarbS,8,1209
Strigamia_maritima,PIF-Harbinger,1473,372629
Strigamia_maritima,PIF-ISL2EU,120,24872
Strigamia_maritima,PIF-Spy,117,86414
Strigamia_maritima,Pao,3203,1433492
Strigamia_maritima,Penelope,1059,542868
Strigamia_maritima,PiggyBac,80,24472
Strigamia_maritima,Proto2,716,268915
Strigamia_maritima,R1,71,16888
Strigamia_maritima,R2,7,1112
Strigamia_maritima,R2-NeSL,290,79528
Strigamia_maritima,RTE-BovB,2404,1725366
Strigamia_maritima,RTE-ORTE,1968,1524779
Strigamia_maritima,RTE-RTE,62,45692
Strigamia_maritima,RTE-X,920,484722
Strigamia_maritima,Retroposon,1,148
Strigamia_maritima,Rex-Babar,1,228
Strigamia_maritima,Sola,14,4745
Strigamia_maritima,Sola-1,28,5403
Strigamia_maritima,Sola-2,529,302850
Strigamia_maritima,Sola-3,64,18832
Strigamia_maritima,Tad1,75,19046
Strigamia_maritima,TcMar,11,1867
Strigamia_maritima,TcMar-Ant1,237,47016
Strigamia_maritima,TcMar-Fot1,52,19784
Strigamia_maritima,TcMar-Gizmo,776,328949
Strigamia_maritima,TcMar-ISRm11,18,2390
Strigamia_maritima,TcMar-Mariner,930,438893
Strigamia_maritima,TcMar-Pogo,37,7272
Strigamia_maritima,TcMar-Sagan,26,18596
Strigamia_maritima,TcMar-Stowaway,73,35232
Strigamia_maritima,TcMar-Tc1,1894,911328
Strigamia_maritima,TcMar-Tc2,2007,561219
Strigamia_maritima,TcMar-Tc4,84,35731
Strigamia_maritima,TcMar-Tigger,50,22516
Strigamia_maritima,TcMar-m44,8,2793
Strigamia_maritima,Zator,405,73614
Strigamia_maritima,Zisupton,962,648952
Strigamia_maritima,hAT,175,32675
Strigamia_maritima,hAT-Ac,2409,1175754
Strigamia_maritima,hAT-Blackjack,32,8919
Strigamia_maritima,hAT-Charlie,664,229360
Strigamia_maritima,hAT-Pegasus,1,116
Strigamia_maritima,hAT-Tag1,1395,587915
Strigamia_maritima,hAT-Tip100,1958,1040374
Strigamia_maritima,hAT-Tol2,66,13714
Strigamia_maritima,hAT-hAT19,151,88864
